company_id,stage_path
0000164759,C1 → A
0000164797,B → A → B
0000164803,A
0000164849,A
0000164861,B
0000164883,C1 → D
0000164903,B
0000164931,A
0000164982,B → C1 → B
0000165030,A
0000165061,A → C1 → B → A
0000165195,E
0000165210,B
0000165400,B
0000165410,A → E → C1 → A → B
0000165513,B
0000165534,A
0000165535,C1 → B
0000165733,B → C1 → A
0000165764,A
0000165842,A → C1 → B
0000165881,C1 → B → C1 → D → C1 → D → C1 → A → C1
0000166117,D → A → B → C1 → A → B → D → C2
0000166175,C2 → A → C1 → B → C1 → A
0000166354,A
0000166365,B
0000166399,A
0000166429,B
0000166528,A
0000166617,C1 → B → C1
0000166640,C1
0000166672,C1
0000166678,C1 → B → C1 → C2
0000166702,C1 → C2
0000166728,B → A
0000166842,E → C2 → A → C1 → B
0000166866,D
0000166998,A → E
0000167010,B → A → C1 → A → B → C1
0000167167,D → A
0000167170,C1 → A → C1
0000167231,A → C1 → A → B
0000167342,C1 → A → C1 → A
0000167349,E → B → A
0000167350,E → C1 → B → C1
0000167376,D
0000167529,A → B
0000167815,A
0000168052,B → C2
0000168129,E → A → B
0000168176,B → E → C1
0000168190,B
0000168317,C1 → A
0000168851,C1
0000168883,A
0000169254,C1 → E
0000169441,A
0000169494,C1
0000169559,A
0000169566,C1
0000169616,C1
0000169934,C1 → E → A
0000169958,A
0000170255,C1
0000170641,A → B → D → B
0000170768,C2
0000170837,B
0000170874,C1
0000170905,C1 → B
0000170927,A
0000171030,B
0000171070,B
0000171098,C1
0000171121,A → C1
0000171125,B
0000171133,A
0000171181,C1
0000171204,C2
0000171223,B
0000171224,C1 → D
0000171250,B
0000171296,E
0000171303,D
0000171381,A → C1 → B → C1 → B → A → B → C1 → B → C1
0000171462,C1 → B
0000171469,E → C1
0000171502,A → B → A
0000171513,C1
0000171524,B
0000171532,A
0000171548,B → C1 → A
0000171595,B
0000171598,C2 → A → B → A → B
0000171606,B → C1 → D → C1 → B → C1 → E → C1 → B
0000171621,C1 → B → E
0000171626,A
0000171652,C1 → A
0000171680,B
0000171744,A
0000171771,B → C2
0000171841,C1 → A → D → A
0000171946,B
0000172012,A → C2
0000172194,B → C1 → D → C1 → A
0000172251,A → C1 → E
0000172289,A → C1
0000172341,A
0000172507,A
0000172573,D → C1 → B → A
0000172614,A → E → C1 → D → A
0000172665,B
0000172667,C1 → B
0000172704,A
0000172720,B → A
0000172796,D → B
0000172868,C1
0000172875,C1 → D
0000172879,A → D → A
0000173146,C1 → A
0000173215,C1 → E
0000173302,A
0000173349,E
0000173444,A
0000173665,C1
0000173695,A → B → D → B
0000173765,C1
0000173795,B
0000173836,C1
0000173947,B
0000174096,E
0000174100,C1 → A → C1 → B → C1 → B → C1 → A → C1 → A → B → A
0000174138,B
0000174200,B
0000174201,B
0000174210,A → B
0000174291,B → C1 → C2 → B
0000174324,C1 → B
0000174335,C1
0000174354,C1
0000174394,C1 → B → A → C2 → A → B → D → A → C1 → A
0000174508,C2
0000174535,C1 → E → A
0000174659,A
0000174681,B → A
0000174729,E
0000174776,C1
0000174829,B
0000174840,C1 → B → A → B
0000174890,D → C1
0000174897,C1
0000174951,B → C1
0000174970,A
0000174994,B → C1 → B → D → C1
0000175053,B
0000175177,A → B → C1 → A → C1 → B → C1 → A → D
0000175180,B → C2 → D
0000175217,A
0000175241,E
0000175439,C1
0000175571,A → C1 → A → B
0000175798,C1
0000175856,A
0000175876,C2 → A
0000175951,A
0000176006,B → C1 → B
0000176144,C2 → B
0000176303,C1 → B → C1
0000176348,E
0000176373,A
0000176427,B
0000176460,E → A
0000176546,C1
0000176604,C1 → E → C2 → E → B → E → C1 → A → C2 → C1 → A
0000176656,C1 → E
0000176792,C1
0000176879,C1 → A → C1
0000176889,A → C1 → B
0000176917,C1
0000177023,A
0000177099,B
0000177115,A → B → C1 → D → C1
0000177306,C2
0000177343,C1
0000177377,C1
0000177431,C2 → B → A → C2
0000177562,B → E
0000177619,A → C1
0000177642,D
0000177764,A → B
0000177845,C1
0000177916,A
0000177960,A
0000178020,C1
0000178075,A
0000178118,C1 → B → C1
0000178129,C1
0000178139,B → C1
0000178164,C1 → A
0000178212,C1 → E → B → C1 → B
0000178221,C1 → A
0000178468,B
0000178471,B → C1
0000178506,D → C1 → B → C2
0000178516,C1 → B
0000178522,A
0000178527,B → A → B → A
0000178553,C1
0000178554,A → C1
0000178573,B → D
0000178580,B → A
0000178665,B
0000178695,C1
0000178786,C2
0000178797,A
0000179239,B → C1
0000179454,C1
0000179598,D → C1 → B
0000179608,A → B
0000179685,D → C1 → B
0000179857,C1 → B
0000179879,C1
0000180226,B
0000180267,C1
0000180797,A
0000180833,A → C1 → A
0000180901,D → A
0000181240,B
0000181329,B
0000182954,C1 → A
0000184566,C1 → A
0000184643,C1
0000184729,B → A → C1 → B → C2 → C1 → B
0000184820,C1
0000184895,B
0000184917,B → C1
0000184934,C1
0000184966,C1
0000185109,B
0000185553,C1 → C2 → B → C1 → B
0000185942,C1
0000185947,C2 → A → B
0000186467,C1 → B → A
0000186479,C1 → A
0000186526,C1
0000186567,B
0000186588,C1
0000186617,C2
0000186642,C1 → A → C1 → B → C1 → B → C1 → C2 → B → C1
0000186709,D
0000186803,A → C1 → B → A → B
0000187021,B
0000187159,C1 → C2 → C1 → A → C1 → A → B
0000187209,C1 → C2 → A
0000187217,C1 → B → C1 → B
0000187233,C2 → C1
0000187327,B
0000187336,B → A → C1
0000187370,B → A → C1
0000187374,A → B
0000187381,B → A
0000187433,C1
0000187601,B
0000187821,B → E → B
0000188347,C2 → C1 → E
0000188934,C1 → A → C1 → A
0000189002,C1 → A
0000189284,B → C1
0000189367,A
0000189388,B → D
0000189800,C1 → A
0000189822,D
0000189823,B
0000190608,A
0000190641,B → C1
0000191046,A → C1
0000191257,A
0000191327,C1 → A → C1
0000191513,B → C1 → B
0000191535,C1 → A → C1
0000191734,A
0000191873,A
0000191876,C1
0000191893,C1
0000191912,A
0000191973,A → B → C1 → B
0000191986,A
0000191995,B → A → E → B → C1
0000192001,A
0000192044,C1 → A → C1
0000192060,A
0000192100,E → D
0000192131,C1
0000192149,A
0000192245,B
0000192269,B
0000192277,C2 → B
0000192293,A
0000192373,C2 → B
0000192426,E
0000192494,A → B → C1 → B → C1
0000192495,A
0000192562,B
0000192633,C1
0000192664,B → D
0000192738,C1
0000255062,C1
0000255141,C1
0000255154,C1
0000255161,B
0000255162,A → C1 → A → C1
0000255209,B
0000255212,B
0000255333,C1
0000255470,A → C1
0000255882,E
0000255977,C1
0000256078,C1
0000256084,C1 → A
0000256123,B
0000256135,B → C1 → A → C1 → B
0000256174,E → B
0000256185,C2 → C1
0000256279,A → B → C1
0000256628,A
0000256674,B → A → B
0000256694,D
0000256790,C1 → B
0000256925,A → C1 → D
0000256941,B
0000256968,B → C1
0000257008,B
0000257068,B → C1 → A
0000257096,B → C1
0000257153,B → C1 → B
0000257184,B → C1
0000257186,A → B → A
0000257188,C1
0000257261,A
0000257282,C1 → B
0000257307,B → C1 → A
0000257317,C1 → E
0000257321,A
0000257331,C1 → E
0000257337,B → E → A
0000257353,C1
0000257422,C1
0000257593,C1 → A
0000257685,A
0000257769,B → A
0000257818,C2
0000257907,C1
0000257913,D
0000257981,C1 → A → D
0000258051,A → C1
0000258094,C1
0000258230,B
0000258315,C1
0000258334,C1 → B → A
0000258387,A
0000258393,C1 → A → C1
0000258404,E → C1
0000258435,C1
0000258469,A
0000258551,C1 → E → D → A → C1
0000258562,D
0000258566,C1 → D → B
0000258567,A
0000258581,B → A
0000258648,B
0000258680,B
0000258729,A → B → A → C1 → B
0000258754,C1
0000258814,A → B → A
0000258815,A
0000258835,C2 → A → B
0000258872,C2 → C1 → D
0000258874,B → C1
0000258883,C1 → B → A
0000258916,B → A
0000258928,C1 → E
0000258938,B
0000258993,C1
0000259009,B
0000259047,B
0000259066,B
0000259142,C2 → C1
0000259184,C1 → C2 → C1
0000259219,A
0000259251,A → C1
0000259271,C1
0000259329,A
0000259334,A
0000259378,A
0000259411,A
0000259431,A
0000259444,B → A
0000259469,A
0000259487,C1 → B
0000259502,D → C1
0000259536,B
0000259581,C1
0000259631,C2
0000259673,E
0000657801,A
0000658009,A → C1
0000658147,B
0000659435,B → A → B → C1 → D
0000659672,A
0000659710,B
0000659713,C1
0000659725,A → B → C1
0000659812,A
0000659880,C1
0000659915,B
0000659927,C1
0000659981,E
0000660060,B → C1 → D
0000660158,C1
0000660159,B
0000660174,A
0000660179,B → D → C1 → B
0000660313,C1 → A → B → C1 → B → A → B → C1
0000660366,B → A → C1
0000660396,B
0000660420,B → C1 → A
0000660429,C1
0000660498,C1
0000660510,B → A
0000660612,A → D → C1 → E → A → C1 → B → C1
0000660667,C1 → B
0000660719,A
0000660736,B → C1 → D
0000660791,B
0000660803,B
0000660845,C1 → A → B → C1 → B
0000660921,C1 → B
0000660925,B
0000660954,B
0000661062,D → A
0000661136,C1
0000661218,C1
0000661266,A
0000661316,C1 → A → C1 → A
0000661335,C1
0000661514,A → B
0000661549,A → D
0000661555,C1
0000661828,A
0000662023,D → A
0000662039,B → A → B → C1
0000662314,A
0000662335,B → C1
0000662425,A
0000662466,C2
0000662588,B
0000662658,C1
0000662660,C1 → B
0000662703,A
0000662767,C1 → A
0000663043,A
0000663048,C1 → B
0000663078,B
0000663097,C1 → A → B → C1
0000663111,A → C1
0000663197,A
0000663344,A
0000663382,A
0000663569,B → A
0000663594,D
0000663598,B
0000663600,A
0000663626,C1
0000663694,C1
0000663699,A → B
0000663706,D
0000663870,C1
0000663892,C1
0000664021,D
0000664023,C1
0000664071,A
0000664120,D → C1
0000664130,B
0000664178,B
0000664217,A → C1 → D → C1
0000664240,C1 → B
0000664252,C1 → A
0000664261,C1
0000664315,A → B
0000664348,A → C1
0000664362,C1
0000664367,C1 → A
0000664414,C1
0000664526,A → C1 → B
0000664536,A
0000664623,B → C2
0000664631,C1 → B
0000664634,C1
0000664720,C2
0000664783,B
0000664801,C1
0000664851,B
0000664901,D
0000665030,A
0000665077,C1
0000665116,A → B → E
0000665164,E → D
0000665235,A
0000665395,C1
0000665409,D → B
0000665512,A → C1 → A → D
0000665700,A
0000665917,A → B
0000666102,A → B
0000666110,C1
0000666111,C1 → A
0000666178,B → A
0000666206,C1 → B
0000666329,C1 → A
0000666512,E → C1 → B
0000666741,A
0000666797,A
0000666881,B
0000666951,B → A
0000666997,A
0000667124,E → B → A
0000667192,B
0000667194,C1
0000667392,C1 → B
0000667408,A
0000667476,A → C2
0000667492,B → A → D
0000667521,B → A → D
0000667544,B
0000667597,A
0000667698,A → B → E → A
0000667795,C1 → B
0000668004,B → C1 → B
0000668016,B
0000668082,C1
0000668084,C1 → B
0000668202,C1
0000668222,A → B → C1
0000668237,B
0000668244,A → C1
0000668750,C1
0000668895,A
0000668951,C1
0000669164,C1
0000669179,B
0000669200,A → C2 → B → C1
0000669272,A → C1
0000669285,C1
0000669302,C2 → C1
0000669330,E
0000669338,B → C1
0000669411,A → E
0000669461,C1 → B
0000669495,C1 → A
0000669517,C2
0000669611,B
0000669667,C1 → B → C1
0000669726,C1
0000669738,A → B
0000669841,C1 → E → A
0000669842,A
0000669859,C1 → B
0000669924,A → B → C1 → A
0000670015,A → C1
0000670056,A → C1 → B
0000670080,C1
0000670082,A → C1
0000670207,C1
0000670236,A
0000670240,A → C1 → A → C2 → C1
0000670268,B
0000670390,A → B
0000670423,C1
0000670557,A
0000670758,A → B → A
0000670838,A
0000670905,B
0000670912,C1
0000670953,A
0000671020,A
0000671219,A
0000671264,C1
0000671335,A → C1 → A
0000671394,C1
0000671493,A → C1 → B
0000671514,A
0000671523,B → A
0000671598,A
0000671657,B → C1
0000671667,A
0000671680,C1 → A → C1 → E → C1
0000671730,B
0000671786,C1
0000671873,B → C1 → B
0000671904,A
0000672011,A → B → C1 → B → D → B
0000672012,C1 → B
0000672089,A
0000672156,A
0000672284,C1 → B
0000672330,B → A
0000672437,B → D
0000672459,C1
0000672676,B
0000672677,E → B
0000672686,C1
0000672728,C1 → D
0000672821,C1 → A → C1
0000672831,C1
0000672874,A → B
0000672969,A
0000673070,C1 → A → B
0000673092,D
0000673120,B
0000673201,C1 → A → B → A → D
0000673437,C2
0000673631,E → C1 → B → A
0000673678,A
0000673702,B
0000673731,B → A
0000673787,B → A → B
0000673946,A
0000673957,B
0000673988,C1
0000675012,A → C2 → A
0000675032,B
0000675050,A
0000675077,B → C1
0000675093,A
0000675135,B → C1 → B → D
0000675209,A
0000675308,D
0000675504,A
0000675713,B → C1 → A → D → A
0000675719,C1
0000675785,A → C1 → D
0000675792,A → B → C1
0000675833,A
0000675918,A
0000675938,C1 → B
0000676009,B
0000676028,B → A
0000676149,C1 → B
0000676174,A
0000676388,C1 → B
0000676414,C1
0000676635,C1
0000677031,A
0000677074,C1
0000677117,C1
0000677273,A
0000677322,B
0000677598,C1
0000677736,A
0000677774,A
0000677784,C1
0000677822,B
0000677851,C2 → B
0000677852,B
0000677854,C1 → A
0000677869,C1
0000677872,C1 → B
0000677875,C2
0000678022,B → A → C2 → B
0000678347,D → B
0000678408,E → C1
0000678460,C1 → B
0000678496,C1 → D → C1 → A → D → C1 → A → B → C1 → A → C2 → B → C1 → B → C2
0000678554,A
0000678639,A
0000678649,C1 → A
0000678654,A
0000678792,E
0000678898,C1
0000679060,C1
0000679139,C1
0000679152,C1 → A → D → B → C1 → B → C1 → A
0000679302,C1
0000679517,C1
0000679731,B → A → B
0000679806,C1 → D
0000679978,E
0000680033,A → C1
0000680077,C1
0000680147,A → C1
0000680203,C1 → B
0000680583,A → C1 → B → E
0000680749,A → C1 → B
0000681116,C1 → A → C1
0000681270,C1
0000681376,A
0000681401,B
0000681429,C1 → D
0000681461,D → B
0000681569,C2
0000681607,A → D
0000681633,E
0000681648,A → B → A
0000681681,C1 → A → C1 → B
0000681738,B → C1
0000681744,A
0000681758,C1 → B
0000681795,A
0000681813,E
0000681904,C1
0000681945,A → C1 → B
0000682226,C1 → B
0000682346,C1 → B
0000682384,A
0000682468,A
0000682582,B
0000682684,C1 → A
0000682796,B
0000682976,A → E
0000682985,B
0000683004,C1 → E → C1 → E
0000683013,D → C1 → B → C1
0000683107,B
0000683140,C1
0000683173,C2 → C1
0000683269,C1 → A
0000683336,A → B
0000683428,A
0000683448,B
0000683517,C1
0000683537,A
0000683538,B → E
0000683607,C1
0000683678,A → C1
0000683724,E
0000683766,B
0000683906,A
0000684059,B
0000684061,B
0000684173,A → C2 → A
0000684330,A
0000684391,C1 → B
0000684396,A
0000684506,D
0000684524,D
0000684621,C1
0000684768,A → C1 → B
0000684989,A
0000685136,D → A
0000685260,C1
0000685398,B
0000685611,C1
0000685646,A → C1 → D
0000685707,A
0000685713,A
0000685852,B
0000686075,B → C1
0000686092,B → C1
0000686233,B
0000686269,C1 → B → C1 → A → B → A → C1 → C2 → B
0000686284,C1
0000686344,C1
0000686587,E → C2
0000686640,C1
0000686676,B
0000686740,A → B → A → B
0000686857,D
0000686859,B
0000686866,A
0000686873,A
0000686936,E
0000686948,A → C1
0000686966,C2 → C1
0000686976,C1
0000687053,C1
0000687235,B → D → A
0000687241,A
0000687284,C1
0000687322,B → A
0000687409,A
0000687414,C1
0000687570,B
0000687628,C1
0000687653,C1
0000687765,C1 → A
0000688194,C1 → B → C1
0000688327,B → A → B → A → B → A
0000688354,B
0000688373,C1
0000688405,B → C1
0000688506,C1 → A → B → C2 → B
0000688582,A
0000688610,A
0000688665,A
0000688679,A → C1
0000688745,C1
0000688777,B
0000688823,C1
0000688904,B
0000688910,A → C1
0000688966,B
0000689014,A → D
0000689095,E → C1 → E → C1
0000689103,C2
0000689213,A
0000689287,C1
0000689479,A
0000689653,C1 → D
0000689659,C1 → B
0000689735,A
0000689801,C1 → A → E → C1
0000689916,A
0000689967,C1
0000690047,A
0000690169,B → C1
0000690250,C1 → C2
0000690331,A
0000690442,B → C1 → A → C2
0000690446,E
0000690509,B → C1 → B → C2 → A → B → C2
0000690566,E
0000690725,A → C1 → A
0000690735,A
0000690811,C1
0000690916,B
0000690986,C1 → A → D
0000690987,C1 → A
0000690992,B → A → B → C1 → B → A → C1 → A → D
0000691106,C1
0000691215,B
0000691271,B → A
0000691454,E
0000691579,C1
0000691667,A
0000691810,C1 → A
0000691911,A
0000692181,B
0000692217,A
0000692265,B
0000692847,C1
0000692932,A
0000693064,A
0000693080,C2
0000693225,C1
0000693366,B
0000693428,A → B → C1
0000693479,C1
0000693546,B
0000693606,C1
0000693640,E → C1
0000693676,B → C1
0000693692,A
0000693730,B
0000693809,A
0000693822,C1
0000693831,A
0000693847,C1 → C2
0000694007,B
0000694133,B
0000694347,B → A
0000694396,B
0000694433,B
0000694453,A → C1
0000694481,B
0000694546,A
0000694636,C1
0000694673,B
0000694682,C1
0000694903,C1
0000695089,C2
0000695201,C1
0000695218,A
0000695328,C1
0000695367,B
0000695472,E → C1 → C2 → B → C1 → B → A
0000695563,A
0000695576,A
0000695621,A
0000695635,C1
0000695660,C1 → B
0000695680,A → C2 → C1 → B
0000695823,B
0000695942,D
0000696051,B
0000696095,C1
0000696115,C1 → B → C2
0000696125,A
0000696168,A
0000696336,B
0000696377,C2
0000696426,D
0000696468,A → C2 → E → A
0000696472,C1
0000696550,C1
0000696588,C1
0000696632,B → A
0000696667,D
0000696695,D
0000696727,D → B
0000697148,B → C1
0000697236,B
0000697245,B → A
0000697262,D → A
0000697273,B → A
0000697328,B → C1
0000697429,A
0000697527,E → B
0000697539,B
0000697637,C2 → A
0000697746,C1
0000697749,A
0000697774,A
0000697795,C1
0000698064,B
0000698074,A
0000698094,A
0000698141,E
0000698166,E → B
0000698265,A
0000698291,C1
0000698321,C1
0000698368,B
0000698439,B
0000698604,B → A
0000698654,E
0000698658,A → C2 → A
0000698673,B
0000698706,C1 → E
0000698739,C1
0000698952,A
0000699070,D → B
0000699136,B → C1
0000699138,C1 → B → C1
0000699146,C1
0000699275,C1
0000699311,C2
0000699427,B
0000699456,C1
0000699499,A
0000699550,C1
0000699611,B → C1
0000699648,D → C1 → A
0000699655,A
0000699766,C1
0000699787,C1 → A → C1
0000699816,B
0000699820,C1
0000699903,C1 → A → B → C1 → A → B
0000699960,A
0000699982,A → C2 → A
0000700089,E
0000700237,B
0000700344,B
0000700956,B
0000701069,B
0000701131,A
0000701210,C1
0000701288,C1 → A
0000701630,C1
0000701669,B
0000701687,C1
0000701690,B
0000701704,A
0000701751,B → A
0000701764,D → A → C1
0000701778,A
0000701818,C1
0000701880,A
0000701991,A → B
0000701997,C1
0000702006,B
0000702100,C2
0000702463,A → C1 → E
0000702855,B
0000702896,C2
0000702959,C1 → D → C1
0000703013,B
0000703059,C1
0000703193,A
0000703388,B → A
0000703591,C1
0000703672,A
0000703674,C1
0000703694,A
0000703721,D
0000703825,C1
0000703842,B
0000703853,A
0000703856,D → A
0000703932,B
0000703936,A
0000703948,B
0000703976,C1
0000704009,B
0000704062,C1
0000704107,C1
0000704133,D
0000704172,C2
0000704217,B
0000704229,A
0000704254,B
0000704394,C1
0000704450,A
0000704543,B
0000704566,A → E
0000704615,B
0000704624,C2
0000704630,E
0000704639,C1
0000704711,A
0000704756,B
0000704787,C1
0000704792,C1
0000704882,B
0000704892,A
0000704902,B
0000705142,C1
0000705166,A → B → A → B → C1 → A
0000705172,D
0000705180,B → C1 → A
0000705192,A
0000705206,B → A
0000705228,C1
0000705284,B
0000705285,A
0000705310,A → C1
0000705469,C2
0000705472,E
0000705481,C1 → C2
0000705489,B
0000705494,E
0000705510,B → A → B → C1 → D
0000705528,C2
0000705560,C1 → A
0000705568,D
0000705763,A
0000705778,B → A → B
0000705828,B
0000706307,C1
0000706317,A
0000706362,A
0000706528,B
0000706619,B
0000706636,B → D
0000706652,C1 → A → D
0000706672,B
0000706681,C1 → C2 → C1
0000706694,B → A
0000706697,C1 → A
0000706738,A
0000706813,A → C1
0000706947,D
0000706983,B
0000707041,B → C1 → A
0000707174,D → A
0000707188,A
0000707199,C1
0000707220,B
0000707222,B
0000707246,A
0000707253,C1
0000707761,C1
0000707762,C1
0000707780,A
0000707827,B
0000707865,C1
0000707875,C1
0000708033,A
0000708273,B → C1 → A
0000708461,C1 → D
0000708577,A
0000708603,C1 → B
0000708838,B
0000708857,B → C1 → C2 → C1
0000708926,A
0000709087,B
0000709103,A
0000709104,B
0000709127,C1
0000709136,C1
0000709159,B
0000709201,E → C1
0000709202,C1
0000709212,C1 → E → D
0000709215,B → A
0000709217,B
0000709224,B
0000709228,B
0000709242,B
0000709260,B
0000709325,B → C1
0000709354,A
0000709388,B
0000709399,C1
0000709427,B
0000709455,B
0000709464,C1
0000709471,B
0000709494,D
0000709509,B
0000709525,B → A
0000709540,B
0000709568,C1
0000709614,A
0000709631,B
0000709641,C1
0000709660,B
0000709758,B
0000709845,A
0000709849,C1
0000709941,B
0000709943,B
0000709996,B
0000710125,C1 → B → A → B → A → C1
0000710135,B
0000710159,B
0000710178,B
0000710181,D
0000710242,B
0000710248,A
0000710252,A
0000710265,B
0000710295,A
0000710325,C1
0000710380,B
0000710385,B
0000710452,B
0000710455,C1
0000710459,B
0000710503,A
0000710518,C1 → C2
0000710524,B
0000710537,C1
0000710538,B → A → C1 → A
0000710544,B
0000710597,B
0000710652,E
0000710661,C1
0000710666,B
0000710669,D
0000710672,B
0000710679,A
0000710695,B
0000710745,C1 → A → C1
0000710839,B
0000710914,D
0000710925,B
0000710940,B
0000710949,D → E → B → C1
0000710965,B
0000710987,C1 → B
0000711018,D
0000711134,C1
0000711159,B
0000711170,C1
0000712273,D → B
0000712276,B → C1
0000712285,B → A
0000712328,C1 → B
0000713060,B
0000713071,A → B
0000713116,B
0000713152,B
0000713159,D
0000713175,B
0000713183,C1
0000713203,B
0000713205,C1
0000713219,C1
0000713234,B
0000713249,B
0000713259,B
0000713316,B
0000713324,C1
0000713347,C1
0000713373,E
0000713381,B
0000790309,B
8100000360,B
8100000758,A
8100000805,A
8100000879,B → A → C1
8100000902,D → C1 → A
8100000910,C1 → C2
8101012085,A → C1
8101016171,B
8101016552,A
8101021271,D
8101022775,D → A → B
8101026382,C1
8101026643,A
8101027830,A
8101029598,D → A
8101030638,A
8101032860,B → C1
8101033459,A
8101034939,A
8101035361,A
8101035460,B → A
8101038300,B → E
8101039824,C1
8101042514,D
8101042617,C1 → B → A
8101043090,B → C1
8101043549,C1
8101044658,A
8101044762,C1 → B → A → C2 → C1 → B
8101046776,A
8101047424,B
8101048388,A
8101049193,C1
8101050208,C1
8101050833,C1 → A
8101051372,B
8101051672,B
8101053455,B
8101053493,C2
8101053847,B → A → C2 → D → C1 → A → C1
8101054123,C1
8101054545,C1 → B → C1
8101054660,D
8101054727,B
8101056279,B
8101056348,A
8101056677,A → C2
8101056747,D
8101058908,B
8101060267,A → D → A → C1
8101060641,C2
8101060648,C2
8101071974,C1 → B → A → B
8101074943,A
8101077522,C1
8101078446,C1 → A
8101079622,C1 → A
8101080933,B → C1 → B
8101084311,B → A
8101084596,C1
8101085904,A
8101086437,C1 → B
8101087389,C1 → D
8101087976,C1 → B
8101089876,D
8101092750,A
8101093612,C1 → A → B → A → B → A → B → D → C1 → B
8101101145,A
8101103154,C1
8101103792,C1
8101107491,C1 → C2 → A
8101110390,A → C1
8101110403,B
8101110604,B → D
8101112067,A
8101114990,A
8101123639,B → A → C1 → A
8101135398,C2 → C1
8101138912,C1
8101141044,A
8101143524,A
8101144946,B
8101145624,C1
8101148732,E
8101150707,C1
8101153971,C1
8101157062,C1
8101158094,A → C1 → B → C1
8101170275,D
8101185242,A → B → A
8101197893,C1
8101204940,C1
8101209865,C1
8101211618,C1 → E → C1 → C2 → C1 → B
8101217331,D → C1
8101217767,C1 → B
8101218161,A
8101219651,C1
8101220436,C1
8101221529,C1
8101223335,B
8101225624,B
8101226850,B → A
8101227121,C1
8101231033,B → C1 → B → C1 → B → D
8101231413,C1
8101233864,C1 → A → C1
8101236549,A
8101241692,B
8101250245,A
8101250646,B
8101251934,C2 → A → C1
8101252012,D
8101252173,C1 → A
8101255304,B
8101258431,B
8101263139,C1
8101263397,C1
8101267485,C1 → A
8101267511,B → A
8101267760,C1
8101268619,E
8101281586,C1
8101284697,C1
8101287182,D
8101287441,D
8101289192,C1 → B
8101295677,B
8101296438,B
8101297156,A
8101301477,B
8101306344,B
8101307683,A
8101310720,C1
8101311000,A → B → A
8101317389,D → B → C1 → B
8101325406,B → C1
8101332623,C1 → D
8101333398,B → C1
8101334813,B → A → D → C1 → A → C2 → A → D → A → C1 → A → B → C1 → A
8101337752,B
8101339880,E → C1 → A
8101341668,C1 → A
8101342894,C1 → B
8101345365,C1
8101348196,C1
8101349089,D
8101360443,B
8101362346,C1
8101369183,A → B
8101369331,B
8101369470,A
8101373024,C1
8101374946,A → B
8101380884,D
8101386815,C1
8101386827,B
8101386894,B → C2
8101386985,C1
8101387208,C2
8101387216,B
8101387418,C1 → A → B → A → C1
8101388291,C1 → C2 → C1
8101389349,C1
8101389353,E → C1 → A → B → A → C1
8101389608,C2 → B
8101390082,B
8101390289,B → C1
8101390332,C1
8101390963,A
8101391112,A
8101391173,E
8101391386,A
8101391692,B
8101392458,B → C1 → A
8101392862,C1
8101394803,C2
8101395250,B
8101396367,A → C1
8101396418,B → C1 → B
8101397489,A → B
8101397808,B → C2 → B → A → C1
8101397994,B
8101398121,A → C1 → A
8101398596,A
8101398850,A → B → D → B → A → B → A → B → A → B → E → B → C1 → D
8101399683,C1
8101401519,B
8101402986,A → C1
8101404918,A
8101405745,B
8101405784,A → C1 → C2 → A → B
8101406046,B → C1
8101406275,C1 → B
8101406371,B
8101406823,A
8101407207,C1
8101407280,C1 → A → C1
8101409365,B
8101410035,C1 → A
8101410542,A → C1 → A → C1 → A → B
8101411244,C2 → A
8101411286,C1
8101411362,C1
8101411364,C1
8101411634,B
8101411645,A → C1 → E → B
8101412075,A → C2 → C1
8101412632,C1 → B
8101413621,B
8101413719,A
8101415075,C1 → D
8101415244,B
8101415310,A → B → A
8101415524,A
8101416705,B
8101417680,C1
8101417919,C1
8101418651,A → C1 → B → A → C1
8101418816,A
8101420310,C1
8101420697,C1
8101421990,C1
8101422617,C1 → B
8101422666,C1
8200000250,A → B
8200000254,B
8200000570,B → C1
8200000573,C1 → D → A
8200000614,C1
8200000623,A → E
8200000736,B
8200001250,C1
8200001765,A
8200001867,B → E
8200001927,C1
8200002807,B → C1 → C2 → B
8200003697,A → B
8200004767,C1 → C2 → B → E
8200004833,C2 → A
8200009154,E → C1
8200009217,C1
8200009423,C1
8200009811,B → A
8200010926,E
8200011651,B
8200011722,A → B
8200012781,C1
8200012932,A → C1
8200012935,A
8200013123,C1 → B → C1
8200013561,C1
8200013883,A
8200014198,B → C1
8200014203,E
8200014605,A
8200016264,B → A
8200016666,B
8200016721,A → C1
8200016818,B
8200016950,A → C1 → B → A
8200017239,B → A
8200019461,C1
8200020200,B
8200020756,D → A
8200020878,A
8200020954,A
8200021166,C2
8200021577,D → C1
8200021830,C1
8200022207,A
8200022795,A
8200023913,B
8200024015,A → C1 → A
8200024152,C1 → A
8200025074,C1 → B → C1
8200025997,B → C1 → A
8200026480,B → E → A
8200026885,C1 → A
8200027514,C1
8200027549,A
8200027962,B
8200028334,C1 → A
8200028440,B
8200028873,B
8200028931,A
8200029007,B → C1
8200029124,A
8200029329,B
8200029479,D → C2
8200029659,B
8200029956,C1
8200030190,A
8200030301,C1
8200030824,D
8200030826,A
8200031209,B
8200031364,C1 → A → C1 → B
8200031439,C1
8200031558,C2
8200032676,B → A → B → A → B
8200033039,C2
8200033257,D → A
8200033456,D
8200035058,A → C1
8200035484,C1
8200035940,B
8200036187,B
8200036193,A → C1
8200037084,A → B
